var_id,ram_addr,size,name_or_blank,scaling_or_blank,evidence
427,0x7fd1b6,1,,fmt=0x36 A=0x00,handler 0x3d054; tools/measuring_vars.py
430,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x3d064; also reads 0x7fef8f/1,0x7f918b/1,0x7fd13c/1,0x7f9c8f/1; tools/measuring_vars.py"
432,0x7f939c,1,,fmt=0x14 A=0x64,handler 0x3d140; tools/measuring_vars.py
433,0x7f939d,1,,fmt=0x14 A=0x64,handler 0x3d150; tools/measuring_vars.py
434,0x7f939e,1,,fmt=0x14 A=0x64,handler 0x3d160; tools/measuring_vars.py
437,0x80281e,2,,fmt=0x21 A=0x85,handler 0x3d170; tools/measuring_vars.py
438,0x802822,2,,fmt=0x21 A=0x85,handler 0x3d198; tools/measuring_vars.py
440,0x7fcf9c,1,,fmt=0x11 A=0x4e,handler 0x3d1c0; tools/measuring_vars.py
442,0x8021f6,1,,fmt=0x05 A=0x0a,handler 0x3d1e4; tools/measuring_vars.py
443,0x7f9b3a,1,,fmt=0x0a A=0x80,handler 0x3d208; tools/measuring_vars.py
444,0x7fd39b,1,,fmt=0x36 A=0x00,handler 0x3d230; tools/measuring_vars.py
448,0x7feb3f,1,,fmt=0x25 A=0x00,handler 0x3d240; tools/measuring_vars.py
449,0x7feb38,1,,fmt=0x25 A=0x00,handler 0x3d268; tools/measuring_vars.py
450,0x7feb36,1,,fmt=0x25 A=0x00,handler 0x3d290; tools/measuring_vars.py
451,0x7feaff,1,,fmt=0x25,handler 0x3d2b8; tools/measuring_vars.py
452,0x7feafd,1,,fmt=0x25,handler 0x3d2e0; tools/measuring_vars.py
453,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x3d308; also reads 0x7fef8f/1,0x7fe929/1,0x7f9c8f/1; tools/measuring_vars.py"
454,0x7f9b55,1,,fmt=0x37 A=0xc8,handler 0x3d390; tools/measuring_vars.py
455,0x7f9b56,2,,fmt=0x3e A=0x7d,handler 0x3d3a0; tools/measuring_vars.py
456,0x7f9b54,1,,fmt=0x36 A=0x00,handler 0x3d3cc; tools/measuring_vars.py
457,0x7f9b58,1,,fmt=0x10 A=0x03,handler 0x3d3dc; tools/measuring_vars.py
461,0x802a3c,2,,fmt=0x22 A=0x32,handler 0x3d414; tools/measuring_vars.py
462,0x802a3a,2,,fmt=0x22 A=0x32,handler 0x3d458; tools/measuring_vars.py
463,0x802a36,2,,fmt=0x22 A=0x32,handler 0x3d49c; tools/measuring_vars.py
464,0x802a34,2,,fmt=0x22 A=0x32,handler 0x3d4e0; tools/measuring_vars.py
465,0x7f9c32,2,,fmt=0x17 A=0x64,handler 0x3d524; also reads 0x7feb74/1; tools/measuring_vars.py
472,0x7f9156,2,,fmt=0x15 A=0x14,handler 0x3d590; tools/measuring_vars.py
473,0x7f915c,2,,fmt=0x15 A=0x14,handler 0x3d5bc; tools/measuring_vars.py
474,0x7f9152,2,,fmt=0x15 A=0x14,handler 0x3d5e8; tools/measuring_vars.py
475,0x7f9154,2,,fmt=0x15 A=0x14,handler 0x3d614; tools/measuring_vars.py
476,0x800d7a,1,,fmt=0x21 A=0xff,handler 0x3d640; tools/measuring_vars.py
480,0x7fd3f9,1,,fmt=0x05 A=0x0a,handler 0x3d65c; tools/measuring_vars.py
481,0x7febed,1,,fmt=0x25 A=0x01,handler 0x3d680; tools/measuring_vars.py
482,0x802138,2,,fmt=0x22 A=0x32,handler 0x3d6b8; tools/measuring_vars.py
483,0x802136,2,,fmt=0x22 A=0x32,handler 0x3d6fc; tools/measuring_vars.py
484,0x801ad2,2,,fmt=0x1f A=0xa0,handler 0x3d740; tools/measuring_vars.py
485,0x801ad0,2,,fmt=0x1f A=0xa0,handler 0x3d758; tools/measuring_vars.py
486,0x7f9d4b,1,,fmt=0x25 A=0x00,handler 0x3d770; also reads 0x801b1a/1; tools/measuring_vars.py
487,0x7f9d4d,1,,fmt=0x25 A=0x00,handler 0x3d7c0; also reads 0x801b1b/1; tools/measuring_vars.py
491,0x802262,2,,fmt=0x07 A=0x64,handler 0x3d810; tools/measuring_vars.py
492,0x802dcc,2,,fmt=0x42 A=0x0a,handler 0x3d838; tools/measuring_vars.py
493,0x80113e,2,,fmt=0x22 A=0x32,handler 0x3d860; tools/measuring_vars.py
494,0x7fef1e,2,,fmt=0x36,handler 0x3d880; tools/measuring_vars.py
495,0x7f9142,2,,fmt=0x3d A=0xff,handler 0x3d898; tools/measuring_vars.py
496,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3d8e4; also reads 0x7f9d65/1,0x7f9d67/1,0x7fea81/1,0x802122/1,0x7fea8d/1,0x7fea88/1; tools/measuring_vars.py"
497,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3d9b0; also reads 0x7f9e2f/1,0x7fecf8/1; tools/measuring_vars.py"
498,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3da1c; also reads 0x7f9d3f/1,0x7f9cb9/1,0x7fd1b2/1,0x7f9d3e/1,0x7f9cb8/1; tools/measuring_vars.py"
499,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3dad8; also reads 0x7f9d41/1,0x7f9cb9/1,0x7fd1b2/1,0x7f9d40/1,0x7f9cb8/1; tools/measuring_vars.py"
500,0x8031da,2,,fmt=0x53,handler 0x3db94; tools/measuring_vars.py
501,0x8031f4,2,,fmt=0x53,handler 0x3dbac; tools/measuring_vars.py
503,0x7fb69a,2,,fmt=0x10 A=0xff,handler 0x3dbc4; tools/measuring_vars.py
515,0x800e21,1,,fmt=0x12 A=0x7d,handler 0x3dbd4; tools/measuring_vars.py
516,0x8031cc,2,,fmt=0x53,handler 0x3dbe4; tools/measuring_vars.py
517,0x8022aa,2,,fmt=0x53,handler 0x3dc00; tools/measuring_vars.py
519,0x80201e,1,,fmt=0x36 A=0x00,handler 0x3dc1c; tools/measuring_vars.py
521,0x8017d2,2,,fmt=0x05 A=0x37,handler 0x3dc2c; tools/measuring_vars.py
522,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3dc34; also reads 0x7f9d97/1,0x7fd1de/1,0x7fd1dd/1,0x7fd1b2/1; tools/measuring_vars.py"
524,0x8022f4,2,,fmt=0x22 A=0x32,handler 0x3dce4; tools/measuring_vars.py
525,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3dd28; also reads 0x7f9dbb/1,0x7f9dcf/1,0x7fd38d/1,0x7fcff7/1,0x7f949c/1,0x7f9dba/1; tools/measuring_vars.py"
526,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3de0c; also reads 0x7f9d8f/1,0x7fed6c/2,0x7fd1bd/1,0x7fd1d8/1,0x7fd1d7/1; tools/measuring_vars.py"
527,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3dec0; also reads 0x7f9d91/1,0x7fed6c/2,0x7fd1bd/1,0x7fd1d8/1,0x7fd1d7/1; tools/measuring_vars.py"
530,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3df74; also reads 0x7f9ce3/1,0x7f9d75/1,0x7f9144/1,0x7fcfa0/1; tools/measuring_vars.py"
531,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e02c; also reads 0x7f9d37/1,0x7f9d3b/1,0x7fd249/1,0x7fd203/1,0x7fed7c/2,0x7fd208/1+more; tools/measuring_vars.py"
532,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e110; also reads 0x7f9d39/1,0x7f9d3d/1,0x7fd249/1,0x7fd203/1; tools/measuring_vars.py"
533,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e1ac; also reads 0x7f9d77/1,0x7fed6c/2,0x7fd22b/1,0x7fd22d/1; tools/measuring_vars.py"
534,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e270; also reads 0x7f9d79/1,0x7fed74/2,0x7fd22c/1,0x7fd22f/1; tools/measuring_vars.py"
535,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e334; also reads 0x7f9d6b/1,0x7fed6c/2,0x7fd217/1,0x7fd213/1; tools/measuring_vars.py"
536,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e3f8; also reads 0x7f9d6d/1,0x7fed74/2,0x7fd217/1,0x7fd215/1; tools/measuring_vars.py"
541,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e4bc; also reads 0x7f9dff/1,0x7fea5b/1; tools/measuring_vars.py"
542,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e528; also reads 0x7f9cf9/1,0x7fed74/2,0x7fd2a1/1,0x7fd1dd/1; tools/measuring_vars.py"
543,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3e5c4; also reads 0x7f9cfb/1,0x7fed74/2,0x7fd2a2/1,0x7fd1de/1; tools/measuring_vars.py"
545,0x7f919c,2,,fmt=0x24,handler 0x3e660; tools/measuring_vars.py
546,0x7f91ee,2,,fmt=0x2c,handler 0x3e684; tools/measuring_vars.py
547,0x7f9620,1,,fmt=0x10 A=0xff,handler 0x3e6d8; tools/measuring_vars.py
548,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x3e788; also reads 0x7fef8f/1,0x7fe942/1,0x7f9c8f/1; tools/measuring_vars.py"
551,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x3e810; also reads 0x7fef8f/1,0x7f9cb9/1,0x7f9c8f/1; tools/measuring_vars.py"
554,0x80129a,1,,fmt=0x1a A=0x3c,"handler 0x3e898; also reads 0x7fef93/1,0x7fef8f/1; tools/measuring_vars.py"
555,0x80127f,1,,fmt=0x05 A=0x0a,handler 0x3e8fc; tools/measuring_vars.py
567,0x8010d5,1,,fmt=0x36 A=0x00,handler 0x3e920; tools/measuring_vars.py
568,0x8010d4,1,,fmt=0x36 A=0x00,handler 0x3e930; tools/measuring_vars.py
569,0x802a9c,2,,fmt=0x21 A=0xff,handler 0x3e940; tools/measuring_vars.py
571,0x80345c,2,,fmt=0x15 A=0x5e,handler 0x3e95c; tools/measuring_vars.py
574,0x7fd27b,1,,fmt=0x14 A=0x64,handler 0x3e970; tools/measuring_vars.py
575,0x7fd27d,1,,fmt=0x36 A=0x00,handler 0x3e980; tools/measuring_vars.py
576,0x7f93a0,1,,fmt=0x36 A=0x00,handler 0x3e990; tools/measuring_vars.py
577,0x8015a6,1,,fmt=0x01 A=0x32,handler 0x3e9a0; tools/measuring_vars.py
578,0x801579,1,,fmt=0x1f A=0x0a,handler 0x3e9b0; tools/measuring_vars.py
580,0x801948,2,,fmt=0x1f A=0xe9,handler 0x3e9c0; tools/measuring_vars.py
581,0x7f93a1,1,,fmt=0x1f A=0xe9,handler 0x3e9d4; tools/measuring_vars.py
582,0x801d9d,1,,fmt=0x19,handler 0x3e9e4; tools/measuring_vars.py
592,0x800d7a,1,,fmt=0x25 A=0x00,handler 0x3e9fc; tools/measuring_vars.py
595,0x8030c4,4,,fmt=0x16 A=0xff,handler 0x3ea3c; tools/measuring_vars.py
596,0x800d46,1,,fmt=0x05 A=0x0a,handler 0x3ea6c; tools/measuring_vars.py
598,0x7fcf7b,1,,fmt=0x10 A=0xff,"handler 0x3ea98; also reads 0x800d75/1,0x800d7a/1,0x800d7c/1,0x7fef91/1,0x800d42/1,0x7fcf79/1+more; tools/measuring_vars.py"
599,0x7fcf79,1,,fmt=0x25 A=0x00,handler 0x3ebf8; tools/measuring_vars.py
600,0x7fecd8,1,,fmt=0x25 A=0x00,handler 0x3ec20; tools/measuring_vars.py
602,0x800e44,2,,fmt=0x12 A=0x7d,"handler 0x3ec48; also reads 0x7fd405/1,0x800e32/2; tools/measuring_vars.py"
604,0x802a6c,2,,fmt=0x21 A=0xff,handler 0x3ec98; tools/measuring_vars.py
607,0x7fd028,1,,fmt=0x25 A=0x00,handler 0x3ecb4; tools/measuring_vars.py
609,0x7fd022,1,,fmt=0x25 A=0x00,handler 0x3ecdc; tools/measuring_vars.py
613,0x7f9d77,1,,fmt=0x25,handler 0x3ed04; also reads 0x7fd22b/1; tools/measuring_vars.py
614,0x7f9d79,1,,fmt=0x25,handler 0x3ed90; also reads 0x7fd22c/1; tools/measuring_vars.py
615,0x7f9d4b,1,,fmt=0x25,handler 0x3ee1c; also reads 0x801b1a/1; tools/measuring_vars.py
616,0x7f9d4d,1,,fmt=0x25,handler 0x3eea0; also reads 0x801b1b/1; tools/measuring_vars.py
619,0x7f9c51,1,,fmt=0x25 A=0x00,"handler 0x3ef24; also reads 0x7f9c53/1,0x8010c5/1; tools/measuring_vars.py"
621,0x800d66,1,,fmt=0x05 A=0x0a,handler 0x3ef8c; tools/measuring_vars.py
622,0x7fef1a,2,,fmt=0x36,handler 0x3efb0; tools/measuring_vars.py
623,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3efc8; also reads 0x7f9dbb/1,0x7fd38d/1,0x802128/1,0x7f949c/1,0x7fd028/1,0x7fe90e/1; tools/measuring_vars.py"
625,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f094; also reads 0x7f9db9/1,0x7fd38d/1,0x802128/1,0x7f949c/1,0x7fd022/1,0x7fe90e/1; tools/measuring_vars.py"
626,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f160; also reads 0x7f9ce9/1,0x7f9ceb/1,0x8010c5/1,0x7fd008/1; tools/measuring_vars.py"
627,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f210; also reads 0x7f9c51/1,0x7f9c53/1,0x8010c5/1,0x7fcffd/1; tools/measuring_vars.py"
629,0x7fcdff,1,,fmt=0x25 A=0x00,handler 0x3f2ac; also reads 0x7fcf79/1; tools/measuring_vars.py
630,0x7fd0ba,1,,fmt=0x21 A=0xff,handler 0x3f2e8; tools/measuring_vars.py
631,0x800d80,1,,fmt=0x21 A=0xff,handler 0x3f304; tools/measuring_vars.py
632,0x7fd0b8,1,,fmt=0x34 A=0x0c,"handler 0x3f320; also reads 0x7fef93/1,0x7fef8f/1; tools/measuring_vars.py"
633,0x8014d6,2,,fmt=0x40 A=0xff,handler 0x3f398; tools/measuring_vars.py
634,0x801506,2,,fmt=0x21 A=0x80,handler 0x3f3a0; tools/measuring_vars.py
636,0x7f920a,2,,fmt=0x1c A=0x80,handler 0x3f3b4; tools/measuring_vars.py
637,0x7f9206,2,,fmt=0x3d A=0x80,handler 0x3f3fc; tools/measuring_vars.py
638,0x7f9204,2,,fmt=0x3d A=0x80,handler 0x3f404; tools/measuring_vars.py
639,0x80149c,2,,fmt=0x12 A=0x7d,handler 0x3f40c; tools/measuring_vars.py
649,0x801ad6,2,,fmt=0x1f A=0x50,handler 0x3f434; tools/measuring_vars.py
650,0x7f9364,2,,fmt=0x1f A=0x50,handler 0x3f460; tools/measuring_vars.py
651,0x802e0c,2,,fmt=0x1f A=0x14,handler 0x3f48c; tools/measuring_vars.py
652,0x801b00,1,,fmt=0x36 A=0x00,handler 0x3f4b8; tools/measuring_vars.py
653,0x801ae0,2,,fmt=0x08 A=0x14,handler 0x3f4c8; tools/measuring_vars.py
654,0x801ade,2,,fmt=0x08 A=0x14,handler 0x3f4f8; tools/measuring_vars.py
655,0x801aa8,2,,fmt=0x08 A=0x14,handler 0x3f528; tools/measuring_vars.py
656,0x801cbe,2,,fmt=0x08 A=0x0b,handler 0x3f558; tools/measuring_vars.py
657,0x801ab4,2,,fmt=0x1f A=0x14,handler 0x3f598; tools/measuring_vars.py
659,0x7fd203,1,,fmt=0x10 A=0xff,"handler 0x3f5c4; also reads 0x80150c/1,0x7fe9b6/1; tools/measuring_vars.py"
660,0x7fe9d8,1,,fmt=0x10 A=0xff,"handler 0x3f654; also reads 0x8014e0/1,0x7fce04/1,0x801468/1,0x7fd1b2/1; tools/measuring_vars.py"
662,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f6d8; also reads 0x7f9d4b/1,0x7fed6c/2,0x7febcb/1,0x7fec20/1,0x801b04/1,0x801b05/1; tools/measuring_vars.py"
663,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f7a4; also reads 0x7f9d4b/1,0x7fed6c/2,0x7fec36/1,0x801b05/1; tools/measuring_vars.py"
666,0x7fef93,1,,fmt=0x25 A=0x00,"handler 0x3f840; also reads 0x7fef8f/1,0x7fd0b6/1; tools/measuring_vars.py"
667,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3f8c4; also reads 0x7f9d3f/1,0x801426/1,0x7fec5b/1,0x801424/1,0x7fec56/1; tools/measuring_vars.py"
668,0x8017a6,2,,fmt=0x05 A=0x3c,handler 0x3f978; tools/measuring_vars.py
669,0x802bce,2,,fmt=0x21 A=0x80,handler 0x3f9c0; tools/measuring_vars.py
674,0x801ac6,2,,fmt=0x08 A=0x14,handler 0x3f9d4; tools/measuring_vars.py
675,0x801ace,2,,fmt=0x1f A=0x50,handler 0x3fa04; tools/measuring_vars.py
677,0x8017b4,2,,fmt=0x05 A=0x3c,handler 0x3fa30; tools/measuring_vars.py
678,0x80213c,2,,fmt=0x22 A=0x32,handler 0x3fa78; tools/measuring_vars.py
679,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fabc; also reads 0x7f9dbb/1,0x7f9dcf/1,0x7fcff7/1,0x7f949c/1; tools/measuring_vars.py"
683,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fb94; also reads 0x7f9d8f/1,0x7fed6c/2,0x801c96/1,0x7fec23/1,0x7f9d6b/1; tools/measuring_vars.py"
684,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fc48; also reads 0x7f9d8f/1,0x7fed6c/2,0x7fd1bd/1,0x7fd1ba/1,0x7fe9c8/1,0x801b05/1; tools/measuring_vars.py"
685,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fd14; also reads 0x7f9d8f/1,0x80140e/1,0x80150c/1; tools/measuring_vars.py"
686,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fdac; also reads 0x7f9d8f/1,0x801463/1,0x7fd203/1,0x7fd291/1; tools/measuring_vars.py"
687,0x801348,1,,fmt=0x10 A=0xff,"handler 0x3fe48; also reads 0x7f9d8f/1,0x7fec53/1,0x7fd1b2/1; tools/measuring_vars.py"
688,0x7fd1d8,1,,fmt=0x10 A=0xff,"handler 0x3fecc; also reads 0x7fec3e/1,0x7fec4a/1,0x7fec44/1,0x7fec46/1,0x7fec53/1,0x7fd212/1; tools/measuring_vars.py"
689,0x7fd1d7,1,,fmt=0x10 A=0xff,"handler 0x3ff80; also reads 0x7fec40/1,0x7fec48/1,0x7fec42/1,0x7f9d77/1,0x7f9d6b/1; tools/measuring_vars.py"
690,0x7f9d3e,1,,fmt=0x10 A=0xff,handler 0x4001c; also reads 0x7f9d8e/1; tools/measuring_vars.py
691,0x7f9d7b,1,,fmt=0x10 A=0xff,"handler 0x40060; also reads 0x7f9d87/1,0x7f9d8b/1,0x7f9d47/1; tools/measuring_vars.py"
696,0x7fcfcc,1,,fmt=0x10 A=0xff,handler 0x4012c; also reads 0x803450/2; tools/measuring_vars.py
697,0x7fcfcc,1,,fmt=0x36 A=0x00,handler 0x401ac; tools/measuring_vars.py
698,0x7fcfcc,1,,fmt=0x25 A=0x00,handler 0x401d4; tools/measuring_vars.py
699,0x7f9e89,2,,fmt=0x36,handler 0x40250; tools/measuring_vars.py
700,0x7f9b48,2,,fmt=0x36,handler 0x40268; tools/measuring_vars.py
701,0x7f9b4a,2,,fmt=0x36,handler 0x40278; tools/measuring_vars.py
702,0x7f9b4c,2,,fmt=0x36,handler 0x40288; tools/measuring_vars.py
703,0x7f9b4e,2,,fmt=0x36,handler 0x40298; tools/measuring_vars.py
704,0x7f9b50,2,,fmt=0x36,handler 0x402a8; tools/measuring_vars.py
705,0x7f9b52,2,,fmt=0x36,handler 0x402b8; tools/measuring_vars.py
722,0x801164,2,,fmt=0x22 A=0x64,handler 0x402c8; tools/measuring_vars.py
723,0x802b74,2,,fmt=0x43,"handler 0x4030c; also reads 0x7fef93/1,0x7fef8f/1; tools/measuring_vars.py"
726,0x800d7c,1,,fmt=0x25 A=0x00,handler 0x403a8; tools/measuring_vars.py
733,0x80211a,2,,fmt=0x22 A=0x64,handler 0x40414; also reads 0x7f949c/1; tools/measuring_vars.py
735,0x801d8c,2,,fmt=0x1f A=0x14,handler 0x40430; tools/measuring_vars.py
736,0x801d8e,2,,fmt=0x1f A=0x14,handler 0x40444; tools/measuring_vars.py
737,0x801d90,2,,fmt=0x1f A=0x14,handler 0x40458; tools/measuring_vars.py
738,0x801d92,2,,fmt=0x1f A=0x14,handler 0x4046c; tools/measuring_vars.py
745,0x7f9124,2,,fmt=0x3e A=0x10,handler 0x40480; tools/measuring_vars.py
746,0x7fe9a1,1,,fmt=0x10 A=0xff,handler 0x404ac; also reads 0x7fe9a2/1; tools/measuring_vars.py
747,0x7fe9a1,1,,fmt=0x10 A=0xff,handler 0x404e8; also reads 0x7fe9a2/1; tools/measuring_vars.py
748,0x7fd049,1,,fmt=0x36 A=0x00,handler 0x40524; tools/measuring_vars.py
750,0x7fef93,1,,fmt=0x25 A=0x01,"handler 0x40534; also reads 0x7fef8f/1,0x7fd104/1,0x7f9c8f/1; tools/measuring_vars.py"
751,0x7f9424,1,,fmt=0x25 A=0x01,handler 0x405bc; tools/measuring_vars.py
752,0x7f9196,2,,fmt=0x24,handler 0x405e4; tools/measuring_vars.py
753,0x7f9c38,2,,fmt=0x36,handler 0x40600; tools/measuring_vars.py
757,0x801a9e,2,,fmt=0x05 A=0x3c,handler 0x40610; tools/measuring_vars.py
758,0x801a9c,2,,fmt=0x05 A=0x3c,handler 0x40658; tools/measuring_vars.py
760,0x802b56,2,,fmt=0x25 A=0x02,"handler 0x406a0; also reads 0x7fcdff/1,0x7fe963/1,0x7f9c8f/1; tools/measuring_vars.py"
761,0x7fef12,2,,fmt=0x22 A=0x32,handler 0x4071c; tools/measuring_vars.py
763,0x802a1e,2,,fmt=0x22 A=0x32,handler 0x40760; tools/measuring_vars.py
765,0x7fef10,2,,fmt=0x22 A=0x32,handler 0x407a4; tools/measuring_vars.py
767,0x802a08,2,,fmt=0x22 A=0x32,handler 0x407e8; tools/measuring_vars.py
769,0x7feeb8,2,,fmt=0x5b,handler 0x4082c; tools/measuring_vars.py
771,0x7feeb6,2,,fmt=0x5b,handler 0x40858; tools/measuring_vars.py
773,0x801348,1,,fmt=0x10 A=0xff,"handler 0x40884; also reads 0x7f9d4d/1,0x7fed74/2,0x7fec1f/1,0x7fec21/1,0x801b04/1,0x801b06/1; tools/measuring_vars.py"
774,0x801348,1,,fmt=0x10 A=0xff,"handler 0x40954; also reads 0x7f9d4d/1,0x7fed74/2,0x7fec37/1,0x801b06/1; tools/measuring_vars.py"
776,0x8014d0,2,,fmt=0x40 A=0xff,handler 0x409f4; tools/measuring_vars.py
777,0x801504,2,,fmt=0x21 A=0x80,handler 0x409fc; tools/measuring_vars.py
779,0x8017a4,2,,fmt=0x05 A=0x3c,handler 0x40a10; tools/measuring_vars.py
