# session: ff_fuel, 2026-09-17T14:49:11+03:00
# ecu: 03H906032 / 1037382557
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: KWP2000 0x2C/0x21 over TP2.0
# source_file: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/logging/sessions/ff_fuel.json
# simulated: true
# simulated_by: logging/ecu_sim.py -- NOT a recording of an ECU
# sim_patch: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/patches/ff_fuel
# sim_time_scale: 1
time_s,var,value,unit
2.7708,zwist_display_b1,15,degCA
2.7708,dwkrz_0,0,degCA
2.7708,dwkrz_1,0,degCA
2.7708,dwkrz_2,0,degCA
2.7708,dwkrz_3,0,degCA
2.7708,dwkrz_4,0,degCA
2.7708,dwkrz_5,0,degCA
2.7708,wkrm,0,degCA
2.7708,zw_low_octane_latch,0,-
2.7708,rl_w,38.0127,%
2.7708,prist_w,60,bar
2.7708,nmot_w,1411.5,rpm
2.7708,rl_for_fuel,38.0127,%
2.7708,tmot,21,degC
2.7708,can_rx_spare0_b0,0,%
2.7708,can_rx_spare0_ctr,0,-
3.1072,ff_magic,1179004977,-
3.1072,ff_length,64,B
3.1072,ff_csum,65155,-
3.1072,ff_e_filt,0,%
3.1072,ff_f_q10,1,-
3.1072,ff_mode,3,-
3.1072,ff_status,255,-
3.1072,ff_e_raw,0,%
3.1072,ff_t_fuel,-40,degC
3.1072,ff_frame_ctr,0,-
3.1072,ff_fw_ver,0,-
3.1072,ff_cal_mode,1,-
3.1072,ff_cal_ok,1,-
3.1072,ff_age_ticks,3.12,s
3.1072,ff_hold_ticks,0,s
3.1072,ff_frames,0,count
3.1072,ff_faults,0,count
3.1072,ff_stall,0,count
3.1072,ff_src_owner,1,-
3.1072,ff_src_seen,1,-
3.1072,ff_src_foreign,0,count
3.1072,ff_ticks,312,count
3.1072,ff_e_key,0,%
3.1072,ff_e_frac,0,-
3.1072,ff_frame_bad,0,-
3.1072,ff_dzw_e,0,degCA
3.1072,ff_fzw_q8,0,-
